INSTNM,STABBR,year,earnings_med,count_not_working,count_working
Jefferson (Philadelphia University + Thomas Jefferson University),PA,2014,51200,73,1086
The University of the Arts,PA,2014,32600,110,813
Cairn University-Langhorne,PA,2014,34800,78,394
University of the Sciences,PA,2014,91600,71,862
Community College of Philadelphia,PA,2014,32000,1754,7096
University of Pittsburgh-Bradford,PA,2014,53900,512,6457
University of Pittsburgh-Greensburg,PA,2014,53900,512,6457
University of Pittsburgh-Johnstown,PA,2014,53900,512,6457
University of Pittsburgh-Pittsburgh Campus,PA,2014,53900,512,6457
University of Pittsburgh-Titusville,PA,2014,53900,512,6457
Beaver Falls Beauty Academy,PA,2014,16900,36,78
Pittsburgh Institute of Aeroutics,PA,2014,57200,0,0
Pittsburgh Institute of Mortuary Science Inc,PA,2014,38100,0,0
Pittsburgh Technical College,PA,2014,34200,241,1610
Prism Career Institute-Upper Darby,PA,2014,29300,101,279
Point Park University,PA,2014,37100,152,1432
Joseph F McCloskey School of Nursing at Schuylkill Health,PA,2014,0,0,0
The Salon Professiol Academy-Altoo,PA,2014,18100,0,0
Reading Area Community College,PA,2014,30700,376,1482
Reading Hospital School of Health Sciences,PA,2014,63800,0,0
The Restaurant School at Walnut Hill College,PA,2014,33000,57,426
Brightwood Career Institute-Broomall,PA,2014,25200,488,1912
Robert Morris University,PA,2014,47700,145,1690
Rosedale Technical College,PA,2014,35500,59,282
Rosemont College,PA,2014,44700,27,204
Saint Francis University,PA,2014,52200,42,578
Saint Joseph's University,PA,2014,59600,91,1360
Saint Vincent College,PA,2014,47600,39,537
Schuylkill Technology Center,PA,2014,39100,41,186
University of Scranton,PA,2014,57500,81,1318
Seton Hill University,PA,2014,40200,48,641
University of Pittsburgh Medical Center-Shadyside School of Nursing,PA,2014,55500,0,0
Sharon Regiol School of Nursing,PA,2014,0,0,0
Laurel Technical Institute,PA,2014,19400,51,149
Shippensburg University of Pennsylvania,PA,2014,45000,170,2314
Slippery Rock University of Pennsylvania,PA,2014,41700,208,3000
Saint Charles Borromeo Semiry-Overbrook,PA,2014,0,0,0
South Hills Beauty Academy Inc,PA,2014,22700,57,193
South Hills School of Business & Technology,PA,2014,30200,120,504
St Lukes Hospital School of Nursing,PA,2014,59500,0,0
The Beauty School,PA,2014,0,0,0
Susquehan University,PA,2014,54100,38,631
Swarthmore College,PA,2014,56700,30,209
Thaddeus Stevens College of Technology,PA,2014,45600,50,453
Talmudical Yeshiva of Philadelphia,PA,2014,0,0,0
Temple University,PA,2014,50500,987,9026
Thiel College,PA,2014,37600,54,586
Thomas Jefferson University,PA,2014,80300,52,738
Fortis Institute-Erie,PA,2014,24700,271,955
Triangle Tech Inc-Erie,PA,2014,37500,32,182
Triangle Tech Inc-Pittsburgh,PA,2014,40100,72,378
Triangle Tech Inc-Greensburg,PA,2014,41000,42,287
Triangle Tech Inc-Dubois,PA,2014,39800,68,409
Ursinus College,PA,2014,55200,46,517
University of Valley Forge,PA,2014,31100,67,391
Valley Forge Military College,PA,2014,46600,0,0
Venus Beauty Academy,PA,2014,15400,54,140
Villanova University,PA,2014,77900,109,1642
Washington Hospital School of Nursing,PA,2014,51900,0,0
Washington Hospital School of Radiologic Technology,PA,2014,51900,0,0
Washington & Jefferson College,PA,2014,54500,28,575
Waynesburg University,PA,2014,45300,74,772
Welder Training and Testing Institute,PA,2014,43800,0,0
West Chester University of Pennsylvania,PA,2014,48400,296,3382
Western Pennsylvania Hospital School of Nursing,PA,2014,50500,0,0
Pittsburgh Career Institute,PA,2014,23800,297,1087
Westminster College,PA,2014,43200,37,534
Westmoreland County Community College,PA,2014,31800,374,2000
Widener University,PA,2014,53400,139,1385
Wilkes University,PA,2014,51600,70,1037
Wilson College,PA,2014,33100,37,238
Yeshivath Beth Moshe,PA,2014,0,0,0
York College of Pennsylvania,PA,2014,50400,124,1743
YTI Career Institute-York,PA,2014,36300,227,1526
Yorktowne Business Institute,PA,2014,24300,59,278
Empire Beauty School-Providence,RI,2014,16500,115,388
Brown University,RI,2014,67500,86,1001
Bryant University,RI,2014,69300,69,1190
Johnson & Wales University-Providence,RI,2014,38800,878,7945
New England Institute of Technology,RI,2014,42800,331,2364
New England Tractor Trailer Training School of Rhode Island,RI,2014,40700,135,510
Newport School of Hairdressing-Main Campus,RI,2014,0,0,0
Providence College,RI,2014,64100,60,1210
Rhode Island College,RI,2014,41400,168,2121
Community College of Rhode Island,RI,2014,30500,692,3480
University of Rhode Island,RI,2014,52900,268,3665
Rhode Island School of Design,RI,2014,51100,93,499
Roger Williams University,RI,2014,50500,86,1359
Salve Regi University,RI,2014,53500,46,741
St Joseph School of Nursing,RI,2014,0,0,0
Empire Beauty School-Warwick,RI,2014,20700,57,192
Northpoint Bible College,MA,2014,30300,0,0
Aiken Technical College,SC,2014,25500,205,939
Allen University,SC,2014,23300,59,353
Anderson University,SC,2014,35200,63,575
Charleston Southern University,SC,2014,36900,143,1081
Technical College of the Lowcountry,SC,2014,26700,171,675
Benedict College,SC,2014,25400,193,1211
Bob Jones University,SC,2014,0,0,0
Southern Wesleyan University,SC,2014,39200,111,845
Charleston Cosmetology Institute,SC,2014,21900,39,122
College of Charleston,SC,2014,40700,288,2204
Charzanne Beauty College,SC,2014,18500,0,0
Northeastern Technical College,SC,2014,23700,124,560
Citadel Military College of South Caroli,SC,2014,56800,41,677
Claflin University,SC,2014,28500,80,681
Clemson University,SC,2014,52400,265,3271
Clinton College,SC,2014,25000,0,0
Coker College,SC,2014,32800,77,483
Columbia Intertiol University,SC,2014,29900,55,177
Columbia College,SC,2014,34600,65,444
Converse College,SC,2014,33900,47,290
Denmark Technical College,SC,2014,17200,252,876
Erskine College,SC,2014,37400,0,0
Florence-Darlington Technical College,SC,2014,25800,318,1747
Forrest College,SC,2014,19500,43,138
Francis Marion University,SC,2014,33100,127,1187
Furman,SC,2014,51200,34,513
Greenville Technical College,SC,2014,31500,942,4724
Horry-Georgetown Technical College,SC,2014,25800,459,2033
Kenneth Shuler School of Cosmetology-North Augusta,SC,2014,18700,0,0
Kenneth Shuler School of Cosmetology and ils-Columbia,SC,2014,16400,47,200
Lander University,SC,2014,34200,95,967
Limestone College,SC,2014,37400,174,1212
Medical University of South Caroli,SC,2014,83700,35,424
Midlands Technical College,SC,2014,29000,828,4457
Morris College,SC,2014,23600,52,451
Newberry College,SC,2014,36900,35,370
North Greenville University,SC,2014,34400,99,674
Orangeburg Calhoun Technical College,SC,2014,25800,222,1107
Piedmont Technical College,SC,2014,27000,395,1688
Presbyterian College,SC,2014,44500,28,311
University of South Caroli-Aiken,SC,2014,37100,100,1095
University of South Caroli-Beaufort,SC,2014,36800,58,317
University of South Caroli-Columbia,SC,2014,44900,512,5348
University of South Caroli-Lancaster,SC,2014,44900,512,5348
University of South Caroli-Salkehatchie,SC,2014,26600,49,312
University of South Caroli-Sumter,SC,2014,34300,50,382
University of South Caroli-Union,SC,2014,32800,33,145
Coastal Caroli University,SC,2014,38500,221,2193
South Caroli State University,SC,2014,29800,145,1524
University of South Caroli-Upstate,SC,2014,36900,215,1661
Spartanburg Methodist College,SC,2014,32900,59,552
Spartanburg Community College,SC,2014,28300,393,1803
Central Caroli Technical College,SC,2014,25100,271,1310
Sumter Beauty College,SC,2014,0,0,0
Tri-County Technical College,SC,2014,27300,372,1663
Trident Technical College,SC,2014,30600,857,4193
Voorhees College,SC,2014,24500,70,449
Williamsburg Technical College,SC,2014,22500,59,225
Winthrop University,SC,2014,35900,163,1629
Wofford College,SC,2014,51500,27,298
York Technical College,SC,2014,26500,285,1416
Augusta University,SD,2014,43700,27,657
Black Hills Beauty College,SD,2014,20100,0,0
Black Hills State University,SD,2014,35900,174,1512
Kilian Community College,SD,2014,24300,73,437
Dakota State University,SD,2014,38700,61,712
Dakota Wesleyan University,SD,2014,37200,42,414
Headlines Academy Inc,SD,2014,19700,28,75
Lake Area Technical Institute,SD,2014,36900,62,799
Avera McKenn Hospital School of Radiologic Technology,SD,2014,0,0,0
Mitchell Technical Institute,SD,2014,39700,72,632
Mount Marty College,SD,2014,36600,32,461
tiol American University-Rapid City,SD,2014,34500,494,2506
tiol American University-Sioux Falls,SD,2014,34500,494,2506
Northern State University,SD,2014,35300,55,878
Oglala Lakota College,SD,2014,17700,176,388
Presentation College,SD,2014,34700,38,421
Avera Sacred Heart Hospital,SD,2014,0,0,0
South Dakota School of Mines and Technology,SD,2014,56500,63,636
South Dakota State University,SD,2014,44400,273,3872
Sinte Gleska University,SD,2014,18400,115,306
University of Sioux Falls,SD,2014,40100,50,641
Sanford Medical Center,SD,2014,0,0,0
Sisseton Wahpeton College,SD,2014,23600,37,111
Southeast Technical Institute,SD,2014,38200,142,1698
Stewart School,SD,2014,20200,0,0
University of South Dakota,SD,2014,42000,228,2665
Western Dakota Technical Institute,SD,2014,33800,105,705
American Baptist College,TN,2014,0,0,0
Aquis College,TN,2014,45900,72,445
Arnolds Beauty School,TN,2014,13600,0,0
Tennessee College of Applied Technology-Athens,TN,2014,30800,28,116
Austin Peay State University,TN,2014,34900,506,2515
Baptist Memorial College of Health Sciences,TN,2014,57000,0,0
Belmont University,TN,2014,44100,101,1114
Bethel University,TN,2014,38600,125,909
Bryan College-Dayton,TN,2014,41300,51,329
Carson-Newman University,TN,2014,36000,90,722
Chattanooga State Community College,TN,2014,29400,583,2773
Christian Brothers University,TN,2014,44200,49,461
Cleveland State Community College,TN,2014,29300,191,937
Columbia State Community College,TN,2014,31500,264,1420
Concorde Career College-Memphis,TN,2014,22300,373,1857
Tennessee College of Applied Technology-Covington,TN,2014,27000,27,78
Cumberland University,TN,2014,38700,53,445
Lipscomb University,TN,2014,43200,77,665
Tennessee College of Applied Technology-Dickson,TN,2014,26500,74,242
Daymar College-shville,TN,2014,23500,636,2178
Dyersburg State Community College,TN,2014,27300,239,1129
East Tennessee State University,TN,2014,35100,466,2781
Chattanooga College Medical Dental and Technical Careers,TN,2014,23600,59,221
Tennessee College of Applied Technology-Elizabethton,TN,2014,26400,101,267
Fayetteville College of Cosmetology Arts and Sciences,TN,2014,17500,0,0
Fisk University,TN,2014,35000,27,284
Welch College,TN,2014,30100,0,0
Freed-Hardeman University,TN,2014,37100,66,484
Tennessee College of Applied Technology-Harriman,TN,2014,25300,45,116
Tennessee College of Applied Technology-Hartsville,TN,2014,27300,32,135
Hiwassee College,TN,2014,30300,36,214
Tennessee College of Applied Technology-Hohenwald,TN,2014,28800,65,229
Tennessee College of Applied Technology-Jacksboro,TN,2014,20900,68,140
Jackson State Community College,TN,2014,28400,230,1166
John A Gupton College,TN,2014,38800,0,0
Johnson University,TN,2014,29800,49,312
Paul Mitchell the School-Murfreesboro,TN,2014,0,0,0
King University,TN,2014,43500,41,377
South College,TN,2014,26700,187,734
Lane College,TN,2014,25400,70,593
Le Moyne-Owen College,TN,2014,28400,51,313
Lee University,TN,2014,34200,201,1255
Lincoln Memorial University,TN,2014,38200,108,745
Tennessee College of Applied Technology-Livingston,TN,2014,26300,71,265
Martin Methodist College,TN,2014,32700,68,316
Maryville College,TN,2014,39000,46,456
Tennessee College of Applied Technology-McKenzie,TN,2014,26000,74,144
Genesis Career College-Cookeville,TN,2014,15200,41,90
Memphis College of Art,TN,2014,27100,0,0
Tennessee College of Applied Technology-Memphis,TN,2014,26100,124,497
University of Memphis,TN,2014,37400,590,4543
Middle Tennessee State University,TN,2014,38700,726,5777
Milligan College,TN,2014,39600,46,333
Tennessee College of Applied Technology-Morristown,TN,2014,26800,213,567
Motlow State Community College,TN,2014,28700,207,1070
Tennessee College of Applied Technology-Murfreesboro,TN,2014,29300,43,113
Lincoln College of Technology-shville,TN,2014,37100,321,2182
shville College of Medical Careers,TN,2014,22600,75,364
shville State Community College,TN,2014,30500,463,2035
Tennessee College of Applied Technology-Newbern,TN,2014,27200,62,143
O'More College of Design,TN,2014,31800,0,0
Tennessee College of Applied Technology-Paris,TN,2014,21000,98,241
Plaza Beauty School,TN,2014,19600,38,118
Tennessee College of Applied Technology-Pulaski,TN,2014,27400,43,153
Rhodes College,TN,2014,53600,26,334
Tennessee College of Applied Technology-Ripley,TN,2014,28900,35,127
Roane State Community College,TN,2014,29500,394,1928
Tennessee College of Applied Technology-Crump,TN,2014,23000,75,155
Southwest Tennessee Community College,TN,2014,25700,684,4182
Tennessee College of Applied Technology-Shelbyville,TN,2014,33200,59,243
Sewanee-The University of the South,TN,2014,45500,26,246
Tennessee College of Applied Technology-Oneida-Huntsville,TN,2014,25800,38,82
Tennessee College of Applied Technology-Crossville,TN,2014,24500,68,211
Tennessee College of Applied Technology-McMinnville,TN,2014,22100,44,160
Tennessee College of Applied Technology-Jackson,TN,2014,27800,98,352
Tennessee College of Applied Technology-Knoxville,TN,2014,23900,137,344
Tennessee College of Applied Technology-Whiteville,TN,2014,27500,35,120
Pellissippi State Community College,TN,2014,29500,477,2260
Southern Adventist University,TN,2014,38500,105,602
Tennessee Wesleyan University,TN,2014,38500,45,402
The University of Tennessee-Chattanooga,TN,2014,38100,236,2174
The University of Tennessee-Knoxville,TN,2014,45100,572,5460
The University of Tennessee-Martin,TN,2014,36200,223,1726
Fountainhead College of Technology,TN,2014,35900,30,139
Tennessee School of Beauty of Knoxville Inc,TN,2014,17300,35,110
Tennessee State University,TN,2014,35300,282,2413
Tennessee Technological University,TN,2014,40500,248,2258
Tennessee Temple University,TN,2014,31400,32,165
Trevecca zarene University,TN,2014,40500,84,626
Northeast State Community College,TN,2014,26500,431,1756
Tusculum College,TN,2014,38300,124,1145
Union University,TN,2014,43200,87,643
New Concepts School of Cosmetology,TN,2014,0,0,0
Vanderbilt University,TN,2014,69000,110,1109
Volunteer Beauty Academy-Dyersburg,TN,2014,14400,27,83
Volunteer State Community College,TN,2014,32000,399,2058
Walters State Community College,TN,2014,27500,484,2025
West Tennessee Business College,TN,2014,19200,93,408
William Moore College of Technology,TN,2014,0,0,0
Abilene Christian University,TX,2014,43000,177,1374
Alvin Community College,TX,2014,37000,181,866
Amarillo College,TX,2014,32400,623,3025
Angeli College,TX,2014,29500,416,1859
Angelo State University,TX,2014,40200,237,1970
Arlington Baptist University,TX,2014,32700,0,0
Arlington Career Institute,TX,2014,26000,107,364
The Art Institute of Houston,TX,2014,34100,273,1267
Austin College,TX,2014,48200,38,410
Austin Community College District,TX,2014,35700,1203,6213
Baldwin Beauty School-South Austin,TX,2014,18400,42,126
Baptist Health System School of Health Professions,TX,2014,0,0,0
Baptist Missiory Association Theological Semiry,TX,2014,0,0,0
Baylor University,TX,2014,51600,306,2864
Coastal Bend College,TX,2014,27900,321,1360
Blinn College,TX,2014,37500,647,4098
Remington College-Dallas Campus,TX,2014,26800,283,1407
Vet Tech Institute of Houston,TX,2014,30100,33,228
Brazosport College,TX,2014,35000,165,717
Brookhaven College,TX,2014,37200,263,1562
Cedar Valley College,TX,2014,30400,313,1667
Central Texas College,TX,2014,31000,675,2915
Charles and Sues School of Hair Design,TX,2014,18900,0,0
Cisco College,TX,2014,30400,341,1734
Clarendon College,TX,2014,30600,78,420
Concordia University Texas,TX,2014,44500,49,431
Conlee's College of Cosmetology,TX,2014,0,0,0
